kanji,hanzi,meaning_vi,meaning_en,jlpt_level,onyomi,kunyomi,stroke_count,radical_utf,radical_name_ja,radical_meaning,story,num_vocab_examples,prev_kanji,next_kanji
双,SONG,Song sinh,"pair, set, comparison, counter for pairs",N2,ソウ,ふた,4,⼜,また,"again, right hand",Lại (又) giống nhau là cặp song sinh (双),5,拝,隣
峠,ĐÈO,Con đèo,"mountain peak, mountain pass, climax, crest, (kokuji)",N1,,とうげ,9,山,やま,mountain,ngọn núi (山)  chỗ cao (上) chỗ thấp (下) uốn éo thành đèo (下),0,曰,洒
酉,DẬU,Giờ dậu,"west, bird, sign of the bird, 5-7PM, tenth sign of Chinese zodiac, sake radical (no. 164)",N1,ユウ,とり,7,酉,ひよみのとり,"wine, alcohol",Cảnh phía tây (西) đẹp nhất (一) vào giờ Dậu (酉),0,洒,叱
幌,HOẢNG,Màn che,"canopy, awning, hood, curtain",N1,コウ,"ほろ, とばり",13,巾,はば,"turban, scarf",Lấy khăn (巾) che mặt trời (日) không cho ánh sáng (光) lọt vào màn che (幌),0,叱,汽
佐,TÁ,Phụ tá,"assistant, help",N1,サ,,7,人,にんべん,"man, human",Người đứng ( 亻) bên trái (左) là người phụ tá (佐),0,汽,拓
災,TAI,Tai hoạ,"disaster, calamity, woe, curse, evil",N2,サイ,わざわ、わざわい,7,⽕,ひ,fire,Dòng sông (巛) rực lửa (火) là tai họa (災),7,隣,離
充,SUNG,Sung túc,"allot, fill",N2,ジュウ,あ、あてる,6,⼉,ひとあし,human legs,Dân đầu (亠) tư (厶) chân chạy (儿) rất sung (充),8,衛,銃
妬,ĐỐ,Đố kỵ,"jealous, envy",N1,"ト, ツ","ねた.む, そね.む, つも.る, ふさ.ぐ",8,女,おんな,"woman, female",Phụ nữ (女) ném đá (石) nhau do đố kỵ (妬),3,拓,麺
般,BÀN,Bàn bạc,"carrier, carry, all, general, sort, kind",N2,ハン,,10,,ふねへん,"ship, boat",Thuyền (舟) của kẻ thù (殳) nhìn rất bình thường (般),4,塾,殿
秩,TRẬT,Trật tự,"regularity, salary, order",N2,チツ,,10,禾,のぎへん,grain,Hòa (禾) thất bại (失) thì phải trật tự (秩),2,傾,触
端,ĐOAN,Cực đoan,"edge, origin, end, point, border, verge, cape",N2,タン,はし、は、はた,14,,たつへん,to stand,Đứng (立) trên núi (山) thiếu nhi (而) dễ làm điều cực đoan (端),9,需,傾
犀,TÊ,Tê giác,rhinoceros,N1,"サイ, セイ",,12,牛,しかばね,cow,Xác chết (尸) số 1 (丨) và số 2 (二) là bò (牛) và tê giác (犀),0,牢,牡
骨,CỐT,Xương,"skeleton, bone, remains, frame",N2,コツ,ほね,10,⾻,ほね,bone,2 miệng (口) bị trùm khăn (冖) Nguyệt (月) bị đẩy ngã gãy xương (骨),7,髪,塾
隣,LÂN,Lân cận,neighboring,N2,リン,とな、となり,16,⻖,こざとへん,"hill, mound",Ở vùng lân cận (隣) Bồ (阝) ăn gạo (米) về bị hen suyễn (舛),5,双,災
捻,NIỆM,Vặn xoán,"twirl, twist, play with",N1,"ネン, ジョウ","ね.じる, ねじ.る, ひね.くる, ひね.る",11,手,てへん,hand,Bị vặn (捻) tay (扌) là một kỉ niệm (念) đau thương,4,貪,鯰
頷,HẠM,Gật đầu,nod approval,N1,"ガン, カン","うなず.く, あご",16,頁,おおがい,leaf,Đoán đúng hàm (含) ý viết trong giấy ( 頁) thì hãy gật đầu (頷),0,吟,貪
襖,ÁO,Tấm cửa kéo,opaque sliding door,N1,オウ,"ふすま, あお",17,衣,ころもへん,clothes,Quần áo (衤) cất ở góc trong cùng (奥) sau tấm cửa kéo (襖),0,謎,継
鯰,NIÊM,Cá trê,"fresh-water catfish, (kokuji)",N1,ネン,なまず,19,魚,うお,fish,Loài cá (魚) gắn với kỉ niệm (念) tuổi thơ của tôi là cá trê (鯰),0,捻,嶺
榊,THẦN,Cây sakaki,"sacred Shinto tree, (kokuji)",N1,,さかき,13,木,き,tree,Cây Sakaki (榊) là loại cây (木) thần thánh (神) trong đạo Shinto,0,粥,紳
杏,HẠNH,Quả mơ,apricot,N1,"キョウ, アン, コウ",あんず,7,木,き,tree,Quả mơ (杏) từ trên cây (木) rơi thẳng vào miệng (口),0,鉢,呆
呆,NGỐC,Kẻ ngốc,"be amazed, disgusted, shocked",N1,ホウ,"ほけ.る, ぼ.ける, あき.れる, おろか",7,口,くち,"mouth, opening",Kẻ ngốc (呆) miệng (口) cây (木) vàng,0,杏,褒
闇,ÁM,U ám,"get dark, gloom, disorder",N1,"アン, オン","やみ, くら.い",17,門,もんがまえ,gate,Cổng (門) vào cõi âm (音) thật u ám (闇),1,斗,臆
矢,THỈ,Mũi tên,"dart, arrow",N1,シ,や,5,⽮,や,arrow,Mũi tên (矢) bắn ( 丿) lên trời (天),2,麺,撒
撒,TẢN,"Vẩy, rắc","scatter, sprinkle, give them the slip",N1,"サン, サツ",ま.く,15,手,てへん,hand,Tay (扌) đi tản bộ (散) bị vẩy (撒) nước,0,矢,絹
謂,VỊ,Gọi là,"reason, origin, history, oral tradition",N1,イ,"い.う, いい, おも.う, いわゆる",16,言,げん,speech,Bác sĩ nói (言) về bệnh dạ dày (胃) gọi là chẩn đoán (謂),0,絹,這
臆,ỨC,Rụt rè,"timidity, heart, mind, fear, cowardly",N1,"オク, ヨク","むね, おくする",17,肉,つき,meat,Nguyệt (月) có ý kiến (意) nhưng còn rụt rè (臆),1,闇,障
絹,QUYÊN,Lụa,silk,N1,ケン,きぬ,13,,いとへん,thread,Sợi tơ (糸) từ miệng (口) Nguyệt (月) hóa thành dải lụa (絹),0,撒,謂
彰,CHƯƠNG,Rực rỡ,"patent, clear",N1,ショウ,,14,彡,さんづくり,"bristle, beard",Trong văn chương (章) tóc (彡) được miêu tả rất rực rỡ (彰),0,障,詠
闊,KHOÁT,Bất cẩn,wide,N1,カツ,ひろ.い,17,門,もんがまえ,gate,Bố mẹ bất cẩn (闊) để con ra cổng (門) hoạt động (活) quá sức,0,笠,括
搾,TRÁ,Ép,squeeze,N1,サク,しぼ.る,13,手,てへん,hand,Dùng tay (扌) ấn vào lỗ (穴) của máy Ép (乍) để ép (搾) hoa quả,1,筈,詐
括,QUÁT,Bao quát,"fasten, tie up, arrest, constrict",N1,カツ,くく.る,9,手,てへん,hand,Khua tay (扌) múa lưỡi (舌) bao quát (括) vấn đề,2,闊,筈
扱,TRÁP,Đối xử,"handle, entertain, thresh, strip",N1,"ソウ, キュウ","あつか.い, あつか.う, あつか.る, こ.く",6,手,てへん,hand,Tay (扌) phổ cập (及) dùng để đối xử (扱),2,及,汲
潤,NHUẬN,Lợi nhuận,"wet, be watered, profit by, receive benefits, favor, charm, steep",N1,ジュン,"うるお.う, うるお.す, うる.む",15,水,さんずい,water,Bán nước (氵) dưới cổng (門) nên vua (王) kiếm được rất nhiều lợi nhuận (潤),4,閃,欄
爛,LẠN,Rực rỡ,"be sore, inflamed, bleary, fester",N1,ラン,ただ.れる,21,火,ひ,fire,Lửa (火) ở cổng (門) phía đông (束) cháy sáng rực rỡ (爛),0,蘭,及
杖,TRƯỢNG,Cây gậy,"staff, cane",N1,ジョウ,つえ,7,木,き,tree,Cây (木) cao một trượng (丈) là cây gậy (杖),0,丈,吏
胎,THAI,Bào thai,"womb, uterus",N1,タイ,,9,肉,つき,meat,Nguyệt (月) không lên vũ đài (台) vì đang có thai (胎),0,怠,殆
怠,ĐÃI,Lười biếng,"neglect, laziness",N1,タイ,"おこた.る, なま.ける",9,心,こころ,heart,Xây dựng vũ đài (台) thì tâm (心) không được lười biếng (怠),3,冶,胎
牲,SINH,Hy sinh,"animal sacrifice, offering",N1,セイ,,9,牛,うし,cow,Con bò (牛) vừa sinh (生) ra đã hy sinh (牲),1,韻,醒
隆,LONG,Hưng thịnh,"hump, high, noble, prosperity",N1,リュウ,,11,阜,こざとへん,"mound, dam (阝 left)",Bồ (阝) sau (夊) sinh (生) đời sống rất hưng thịnh (隆),0,薩,蒔
己,KỈ,Bản thân,self,N1,コ、キ,おのれ,3,⼰,おのれ,self,Giống số 2,3,侍,紀
蘇,TÔ,Tía tô,"be resuscitated, revived, perilla, shiso",N1,"ソ, ス",よみがえ.る,19,艸,くさかんむり,grass,Cô giáo Thảo (艹) bắt cá (魚) ở ruộng lúa (禾) về nấu cháo tía tô (蘇),0,蚊,蕾
蕾,LÔI,Nụ hoa,"bud (plants, mushrooms not yet opened)",N1,ライ,つぼみ,16,艸,くさかんむり,grass,Nụ hoa (蕾) cỏ (艹) sẽ nở mỗi khi có sấm sét (雷),0,蘇,鱈
孟,MẠNH,Tháng đầu mùa,"chief, beginning",N1,"モウ, ボウ, ミョウ",かしら,8,子,こ,"child, seed",Tháng đầu mùa (孟) thưởng ngay cho con (子) đĩa (皿) CD để chơi game,0,塔,猛
漏,LẬU,Rò rỉ,"leak, escape, time",N1,ロウ,"も.る, も.れる, も.らす",14,水,さんずい,water,Nước (氵) từ xác chết (尸) theo mưa (雨) rò rỉ (漏) ra,2,雫,霜
薪,TÂN,Củi,"fuel, firewood, kindling",N1,シン,"たきぎ, まき",16,艸,くさかんむり,grass,Cô giáo Thảo (艹) mới (新) đi lấy củi (薪) về,0,溢,忠
串,XUYẾN,Xiên,"spit, skewer",N1,"カン, ケン, セン","くし, つらぬ.く",7,丨,くち,line,Miệng (口) cắn vào trung tâm (中) miếng thịt xiên (串),0,忠,伴
剣,KIẾM,Kiếm đạo,"sabre, sword, blade, clock hand",N1,ケン,つるぎ,10,刀,りっとう,"knife, sword",Mặc áo yếm cầm đao (刂) múa kiếm (剣),2,倹,鹸
苺,MÔI,Dâu tây,strawberry,N1,"バイ, マイ",いちご,8,艸,くさかんむり,grass,Cô giáo Thảo (艹) biết mẹ (母) thích ăn dâu tây (苺),0,志,悔
悔,HỐI,Hối hận,"repent, regret",N1,カイ,"く.いる, く.やむ, くや.しい",9,心,りっしんべん,heart,Trái tim (忄) mỗi ngày (毎) đều cảm thấy hối hận (悔),5,苺,侮
侮,VŨ,Coi thường,"scorn, despise, make light of, contempt",N1,ブ,あなど、あなどる,8,⺅,にんべん,person ,Người đứng (亻) mỗi ngày (毎) ở vũ trường bị coi thường (侮),1,悔,敏
苔,ĐÀI,Rêu,"moss, lichen",N1,タイ,"こけ, こけら",8,艸,くさかんむり,grass,Cỏ (艹) trên vũ đài (台) là rêu (苔),0,殆,飴
殆,ĐÃI,Hầu như,"almost, quite, really",N1,"タイ, サイ","ほとほと, ほとん.ど, あやうい",9,歹,がつ,"death, decay",Bị ngạt (歹) ở vũ đài (台) hầu như (殆) là không thể!,0,胎,苔
俗,TỤC,Phong tục,"vulgar, customs, manners, worldliness, mundane things",N1,ゾク,,9,人,にんべん,"man, human",Người (亻) trong cốc (谷) có phong tục (俗) riêng,0,汲,裕
敏,MẪN,Mẫn cảm,"cleverness, agile, alert",N1,ビン,さとい,10,攴,ぼくづくり,rap,Mỗi ngày (毎) đều đánh (攵) phấn khiến da bị mẫn cảm (敏),2,侮,繁
泌,BÍ,Tiết ra,"ooze, flow, soak in, penetrate, secrete",N1,"ヒツ, ヒ",,8,水,さんずい,water,Nước (氵) tất yếu (必) phải tiết ra (泌),0,秘,密
蜜,MẬT,Mật ong,"honey, nectar, molasses",N1,"ミツ, ビツ",,14,虫,むし,insect,Nhà (宀) tất yếu (必) nuôi côn trùng (虫) để lấy mật (蜜),0,密,芳
鱈,TUYẾT,Cá tuyết,"codfish, (kokuji)",N1,セツ,たら,22,魚,うお,fish,Cá (魚) + tuyết (雪) = ca tuyết (鱈),0,蕾,雫
岐,KÌ,Phân nhánh,"branch off, fork in road, scene, arena, theater",N1,"キ, ギ",,7,山,やま,mountain,Phân nhánh (岐) núi (山) thành các chi nhánh (支) nhỏ,0,伎,紋
唄,BÁI,Hát,"song, ballad",N1,バイ,"うた, うた.う",10,口,くち,"mouth, opening",Miệng (口) bảo bối (貝) biết hát (唄),0,飴,韻
溢,DẬT,Tràn đầy,Tràn đầy,N1,イツ,"こぼ.れる, あふ.れる, み.ちる",13,水,さんずい,water,Nước (氵) có ích (益) mà tràn ra (溢) ngoài thì rất phí,0,猛,薪
紡,PHƯỞNG,Dệt vải,spinning,N1,ボウ,つむ.ぐ,10,糸,いと,silk,Sợi tơ (糸) khắp bốn phương (方) đều dùng để dệt vải (紡),0,妨,房
腸,TRÀNG,Đại tràng,"intestines, guts, bowels, viscera",N1,チョウ,"はらわた, わた",13,,にくづき,"meat, flesh",Nguyệt (月) vật vã (易) vì đau đại tràng (腸),0,傲,揚
暢,SƯỚNG,Sướng,stretch,N1,チョウ,のび.る,14,日,ひ,"sun, day",Toàn thân (申) vật vã (易) vì sướng (暢),0,瘍,幻
揚,DƯƠNG,Tuyên dương,"raise, elevate, hoist, praise, extol, fry in deep fat",N1,ヨウ,"あ.げる, -あ.げ, あ.がる",12,手,てへん,hand,Tay (扌) làm việc vật vã (易) nên được tuyên dương (揚),3,腸,瘍
寡,QUẢ,Quả phụ,"widow, minority, few",N1,カ,,14,宀,うかんむり,roof,Quả phụ (寡) vào nhà (宀) lấy tiền giấy (頁) đi mua đao (刀) để phòng thân,0,頒,采
傍,BÀNG,Bên cạnh,"bystander, side, besides, while, nearby, third person",N1,ボウ,"かたわ.ら, わき, おか-, はた, そば",12,人,にんべん,"man, human",Người (亻) đứng (立) trùm khăn (冖) gọi bạn bè khắp bốn phương (方) trở về bên cạnh (傍),0,倣,謗
免,MIỄN,Miễn tội,"excuse, dismissal",N1,メン,まぬか、まぬかれる,8,⼉,ひとあし,human legs,Miễn tội (免) là không bị móc (ク) cả ngày (日) chân chạy (儿) tung tăng,5,采,逸
娩,VÃN,Sinh đẻ,bear (children),N1,ベン,,11,女,おんな,"woman, female",Giá như phụ nữ (女) được miễn (免) khỏi cần sinh đẻ (娩),0,挽,喰
喰,SAN,Ăn,"eat, drink, receive (a blow), (kokuji)",N1,,"く.う, く.らう",12,口,くち,"mouth, opening",Miệng (口) mày chỉ biết ăn (食) ăn (喰) thôi!,0,娩,狼
狼,LANG,Chó sói,wolf,N1,ロウ,おおかみ,10,犬,けものへん,dog,Chó (犭) tốt (良) nhất là chó sói (狼),0,喰,郎
痕,NGÂN,Vết sẹo,"mark, foot print",N1,コン,あと,11,疒,やまいだれ,sickness,Chữa bệnh (疒) không tốt (良) để lại sẹo (痕),0,浪,恨
郷,HƯƠNG,Quê hương,"home town, village, native place, district",N1,キョウ、ゴウ,さと,11,⻏,おおざと,"village, country, city",Yêu (幺) mà không tốt (良) với Bồ (阝)) thì nó sẽ bỏ về quê hương (郷),3,爵,櫛
郊,GIAO,Ngoại ô,"outskirts, suburbs, rural area",N1,コウ,,9,⻏,おおざと,"village, country, city",Giao lưu (交) với Bồ (阝) ở ngoại ô (郊),2,斧,絞
咬,GIẢO,Cắn,"bite, gnaw, chew, gear with, dash against",N1,"コウ, ヨウ",か.む,9,口,くち,"mouth, opening",Miệng (口) đi giao lưu (交) mà răng cứ cắn (咬) chặt,0,鮫,懸
絞,GIẢO,"Vắt, thắt","strangle, constrict, wring",N1,コウ,"しぼ.る, し.める, し.まる",12,糸,いと,silk,Các sợi tơ (糸) giao lưu (交) vắt thắt (絞) vào nhau,1,郊,鮫
迫,BÁCH,Cấp bách,"urge, force, imminent, spur on",N1,ハク,せま.る,8,辵,しろ,walk,Bác sĩ mặc áo trắng (白) chạy đi xa (辶) hẳn là có việc cấp bách (迫),5,懸,伯
紛,PHÂN,Phân tâm,"distract, be mistaken for, go astray, divert",N1,フン,"まぎ.れる, -まぎ.れ, まぎ.らす, まぎ.らわす, まぎ.らわしい",10,糸,いと,silk,Sợi tơ (糸) muốn phân chia (分) thì không được phân tâm (紛),4,拗,雰
舶,BẠC,Thuyền lớn,"liner, ship",N1,ハク,,11,舟,ふね,boat,Thuyền (舟) trắng (白) là thuyền lớn (舶),0,箔,粕
祥,TƯỜNG,Cát tường,"auspicious, happiness, blessedness, good omen, good fortune",N1,ショウ,"さいわ.い, きざ.し, よ.い, つまび.らか",10,示,しめすへん,sign,Cát tường (祥) lấy thị (ネ) cho dê (羊) ăn,0,櫛,翔
窯,DIÊU,Cái lò,"kiln, oven, furnace",N1,ヨウ,かま,15,穴,あな,cave,Cái lò (窯) có lỗ (穴) để cho thịt dê (羊) vào lửa (灬) nướng,0,姜,云
箔,BẠC,Dát mỏng,"foil, gilt",N1,ハク,すだれ,14,竹,たけ,bamboo,Trúc (竹) trọ lại (泊) để mua bạc đã dát mỏng (箔),0,伯,舶
伯,BÁ,Bá tước,"chief, count, earl, uncle, Brazil",N1,ハク,,7,人,にんべん,"man, human",Người (亻) da trắng (白) là bá tước (伯),0,迫,箔
靖,TĨNH,Yên tĩnh,peaceful,N1,"セイ, ジョウ",やす.んじる,13,青,たつ,blue,Đứng (立) dưới trời xanh (青) thật là yên tĩnh (靖),0,請,錆
輝,HUY,Huy hoàng,"radiance, shine, sparkle, gleam, twinkle",N1,キ,かがや.く,15,車,しょう,"cart, car",Ánh hào quang (光) trong quân đội (軍) tỏa sáng huy hoàng (輝),1,揮,蓮
粕,PHÁCH,"Cặn,bã","scrap, waste",N1,ハク,かす,11,米,こめ,rice,Gạo (米) trắng (白) nấu bã (粕) rượu,0,舶,柏
斬,TRẢM,Chém,"beheading, kill, murder",N1,"ザン, サン, セン, ゼン",き.る,11,斤,くるま,axe,Xe (車) bị rìu (斤) chém (斬) rất nhiều vết,0,縺,暫
漸,TIỆM,Tiệm cận,"steadily, gradually advancing, finally, barely",N1,ゼン,"ようや.く, やや, ようよ.う, すす.む",14,水,さんずい,water,Tiệm (漸) nước (氵) này chém (斬) giá rất cao,0,暫,陣
盆,BỒN,Cái khay,"basin, lantern festival, tray",N1,ボン,,9,皿,さら,dish,Phân chia (分) thức ăn từ đĩa (皿) ra khay (盆),2,雰,頒
姜,KHƯƠNG,Củ gừng,"Chinese surname, ginger",N1,"キョウ, ガ",こう,9,女,ひつじ,"woman, female","Thịt dê (羊) được nữ (女) đầu bếp cho vào hấp sả, gừng (姜)",0,翔,窯
軸,TRỤC,Trục xe,"axis, pivot, stem, stalk, counter for book scrolls",N1,ジク,,12,車,くるま,"cart, car",Xe (車) chạy tự do (由) quanh trục (軸),0,陣,軌
拙,CHUYẾT,Vụng về,"bungling, clumsy, unskillful",N1,セツ,つたな.い,8,手,てへん,hand,Tay (扌) xuất (出) chiêu trông thật vụng vệ (拙),0,摯,堀
衝,XUNG,Xung đột,"collide, brunt, highway, opposition (astronomy), thrust, pierce, stab, prick",N1,ショウ,つ.く,15,行,ぎょうがまえ,"go, do",Hành (行) động thận trọng (重) tránh gây xung đột (衝),4,腫,勲
嘗,THƯỜNG,Coi thường,"once, before, formerly, ever, never, ex-, lick, lap up, burn up, taste, undergo, underrate, despise",N1,"ショウ, ジョウ","かつ.て, こころ.みる, な.める",14,口,しょう,"mouth, opening",Hòa thượng (尚) chỉ (旨) coi thường (嘗) kẻ xấu,0,掌,樋
償,THƯỜNG,Bồi thường,"reparation, make up for, recompense, redeem",N1,ショウ,つぐな.う,17,人,にんべん,"man, human",Người (亻) mang tiền thưởng (賞) đi bồi thường (償),5,尚,掌
腫,THŨNG,Sưng; phù,"tumor, swelling",N1,"シュ, ショウ","は.れる, は.れ, は.らす, はれもの",13,肉,つき,meat,Nguyệt (月) bị Trọng (重) đánh cho sưng phù thũng (腫),0,軌,衝
執,CHẤP,Chấp hành,"tenacious, take hold, grasp, take to heart",N1,"シツ, シュウ",と.る,11,土,つち,earth,Nếu chấp hành (執) thì hạnh phúc (辛) sẽ trọn vẹn (丸),3,宰,摯
猟,LIỆP,Săn bắn,"game-hunting, shooting, game, bag",N1,リョウ,"かり, か.る",11,犬,けものへん,dog,Chó (犭) 3 (ツ) năm tuổi có thể sử dụng (用) đi săn bắn (猟),0,桶,蝋
桶,DŨNG,Thùng gỗ,"tub, bucket",N1,"ヨウ, トウ",おけ,11,木,き,tree,Cây (木) được ma (々) sử dụng (用) làm thùng gỗ (桶),0,樋,猟
嫁,GIÁ,Lấy chồng,"marry into, bride",N1,カ,"よめ, とつ.ぐ, い.く, ゆ.く",13,女,おんな,"woman, female",Phụ nữ (女) có gia đình (家) là đã xuất giá lấy chồng (嫁),1,縁,逐
縁,DUYÊN,Duyên số,"affinity, relation, connection, edge, border, verge, brink",N1,"エン, -ネン","ふち, ふち.どる, ゆかり, よすが, へり, えにし",15,糸,いと,silk,Sợi tơ (糸) hồng giúp Em (ヨ) lợn (豕) nên duyên (縁),3,酷,嫁
黙,MẶC,Im lặng,"silence, become silent, stop speaking, leave as is",N1,"モク, ボク","だま.る, もだ.す",15,黑,くろ,black,Im lặng (黙) đi! Đang đen (黒) như chó (犬) đây!,4,墨,猪
悼,ĐIỆU,Truy điệu,"lament, grieve over",N1,トウ,いた.む,11,心,りっしんべん,heart,Trái tim (忄) để lên bàn (卓) mang đi truy điệu (悼),0,卓,悦
